query,label,paraphrase
آیا می توان صحبت های دانشجویان موفق در دانشگاه را در یک کنفرانس بشنویم؟,5,
حدودا چند ماشین در دانشگاه رفت و آمد دارند؟,5,
وقتی سفارش غذا می دهیم جلوی در دانشکده می توان تحویل گرفت؟,5,
چجوری می تونیم استادیار شویم؟,5,
چه اساتیدی ریکامندیشن میدن؟,5,
اکثر دانشجویان بعد از فارغ تحصیلی به کجا مهاجرت می کنند؟,5,
چند کتابخانه در دانشکاه وجود دارد؟,5,
چه تعداد از دانشجویان در زمینه ی رشته تحصیلی شان کار پیدا می کنند؟,5,
برای استاد شدن در این دانشگاه چه سوابقی نیاز است؟,5,
تعداد اساتید کل دانشگاه چند نفر است؟,5,
بوفه ها مواد غذایشان را از کجا تعمین می کنند؟,5,
اساتید بعد از چند سال و چگونه می توانند عضو هیئت علمی شد؟,5,
برای ثبت نام باید کجا برم؟,1,
چجوری میتونم ترمم رو حذف کنم؟,1,
از کجا میتونم گواهی اشتغال به تحصیل بگیرم؟,1,
مدارک مورد نیاز برای ثبت نام چیه؟,1,
از چه مدارکی باید کپی بگیرم؟,1,
چه مدارکی رو باید در گلستان آپلود کنم؟,1,
شرایط ثبت نام افراد هیئت علمی چجوریه؟,1,
محدودیت های حذف و اضافه واحد چجوریه؟,1,
درس های عملی رو میتونیم حذف کنیم؟,1,
دفتر استاد رحتمی کجاست؟,2,
شماره ی دفتر استاد مهدیانی چنده؟,2,
استاد شاملی چه روز هایی در دانشکده حضور دارند؟,2,
حداقل واحد هر ترم چنتاس؟,1,
تقویم تحصیلی این ترم کجاست؟,1,
از کجا میتونم برنامه ی امتحانیمو ببینم؟,1,
درس طراحی الگوریتم در کدام کلاس تشکیل میشود؟,2,
چجوری میتونم مرخصی بگیرم؟,1,
چجوری میتونم انصراف بدم؟,1,
کلاس ها از چه روزی شروع میشن؟,1,
کجا میتونم معاون آموزشی رو ببینم؟,2,
معاون آموزش چه کسی است؟,2,
چه تعطیلاتی در این ترم داریم؟,2,
دبیر خانه کجاست؟,2,
آیا پنج شنبه ها دانشگاه تعطیله؟,2,
چجوری به وای فای دانشکده وصل بشم؟,3,
سیستم عامل کامپیوتر های سایت چیه؟,3,
با کامپیوتر های سایت میشه انتخاب واحد کرد؟,3,
چنتا کتاب میتونیم امانت بگیریم؟,3,
یک کتاب چقدر میتواند پیش من باشد؟,3,
جریمه ها چگونه محاسبه میشوند؟,3,
کتاب فیزیک هالیدی در کتابخانه موجود است؟,3,
کتابخانه تا چه ساعتی بازه؟,3,
چجوری روی سرور دانشکده اکانت بسازم؟,3,
شرایط اهدای کتاب به کتابخانه چیست؟,3,
میشه سیستم عامل رایانه ی سایت رو عوض کنیم؟,3,
شرایط کار در کتابخانه چیست؟,3,
دستگاه قهوه ساز خرابه، رسیدگی کنید.,4,
کارتخوان دستگاه قهوه ساز خراب شده,4,
دستگاه اسنک پولمو خورد.,4,
تهویه هوای آمفی تئاتر کار نمیکند.,4,
دستگاه پس از دریافت پول، خوراکی را نمیدهد.,4,
سیستم گرمایشی اتاق 223 کار نمیکند.,4,
پنجره های اتاق 201 بسته نمیشوند.,4,
درِ کلاس 204 گیر کرده و باز نمیشود.,4,
در آمفی تئاتر بوی بسیار بدی می آید.,4,
پروژکتور کلاس 203 خراب شده است.,4,
صندلی های کلاس 200 شکسته اند.,4,
آسانسور خراب شده است.,4,
لابی دانشکده بسیار کثیف است.,4,
بین دو ترم فرجه داریم؟,1,
آیا امروز باران خواهد آمد؟,5,
امروز سلف چه غذایی دارد؟,5,
خوابگاه ها هنوز باز نشده اند؟,5,
چند تا بوفه در دانشگاه وجود دارد؟,5,
حراست کجاست؟,5,
کمیته ی انظباطی چه کار میکند؟,5,
مایع دستشویی ها تمام شده است.,4,
آخرین چاپ کتاب شهشانی مال چه سالیه؟,3,
کیف هایمان را کجا بگذاریم؟,5,
ارتفاغ ساختمان دانشکده چقدر است؟,5,
مهلت حذف تکدرس تا چه روزی است؟,1,
کِی اذان میگن؟,5,
استاد اکبری بر روی درس خود تسلط ندارند.,4,
چرا در ترم قبل از امتحانات، فرجه نمیگذارید؟,4,
چرا امتحانات با یکدیگر تداخل دارند؟,4,
استاد قاسمی به دانشجو احترام نمیگذارند.,4,
چرا ظرفیت کلاس ها بسیار کم است؟,4,
زمان انتخاب واحد بد موقع است.,4,
نظر سنجی اساتید بی فایده است.,4,
کلاس 235 دیوار هایش خراب شده و باید باز سازی شود.,4,
ناهار چی بخوریم؟,5,
تمرین الگوریتم رو نوشتی؟,5,
چرا نمرات را دیر وارد گلستان می کنند؟,4,
استاد باقری از روی لج نمره نمیدهد.,4,
پروژکتور کلاس 102 برعکس نصب شده.,4,
پرده ی کلاس 104 پاره شده است.,4,
محدودیت های مشروطی چیست؟,1,
چرا بین کلاس ها تایم استراحت نداریم؟,4,
برای جشن چی بپوشیم؟,5,
دانشکده تا چه ساعتی بازه؟,2,
با مک بوک باید تمرینا رو حل بکنیم؟,5,
نمیتونم وارد سایت گلستان بشم.,1,
نام کاربری و رمز عبور گلستان را فراموش کرده ام.,1,
کلاس ها تا کِی مجازی برگزار میشوند؟,4,
ساعت سایت دانشکده خراب است و جلو میرود.,4,
استاد علوی وقت دیگر درس هارا میگیرد.,4,
مواد اولیه دستگاه قهوه ساز تمام شده است. پرش کنید.,4,
کجا کارنامه را مهر میکنند؟,1,
چگونه مدرک خود را آزاد کنم؟,1,
ترم تابستان از چه تاریخی آغاز میشود؟,1,
کلاس های کارگاهی از چه تاریخی تشکیل می شوند؟,2,
چگونه بدون احتساب سنوات ترم را حذف کنم؟,1,
آسانسور خاموش شده است.زودتر تعمیرش کنید.,4,
بلند گو های آمفی تئاتر خراب شده اند.لطفا رسیدگی کنید,4,
پریز های میز ردیف 4 آمفی تئاتر برق ندارند.رسیدگی کنید,4,
اینترنت وای فای دانشکده قطع شده است.,4,
برای ثبت نام ترم 9 باید شهریه پرداخت کنیم؟,1,
آب دستشویی طبقه ی دوم قطعه.,4,
امروز خیلی سرد شده.,5,
برای ثبت نام باید کجا برم؟,1,محل انجام ثبت نام کجا میباشد؟
مهلت ثبت نام تا کیه؟,1,تا چه زمانی میتوان ثبت نام کرد؟
انتخاب واحد کیه؟,1,انتخاب واحد تا به زمانی وقت دارد؟
انتخاب واحد چجوریه؟,1,نحوه انجام انتخاب واحد چگونه است؟
چند واحد میتونم بردارم؟,1,سقف تعداد واحد های قابل اخذ در هر ترم چقدر می باشد؟
گواهی اشتغال به تحصیل.,1,از کجا گواهی اشتغال به تحصیل بگیرم؟
چند واحد باید برداشت؟,1,چند واحد باید پاس کرد تا مدرک کارشناسی را گرفت؟
مدرکم رو میخوام.,1,مدرک کارشناسی ام را چگونه باید یگیرم؟
مدارک ثبت نام؟,1,مدارک لازم برای ثبت نام چه می باشد؟
ترم آینده کی شروع میشه؟,1,ترم آینده از چه زمانی شروع می شود؟
چه درس هایی در ترم بعد ارایه می شود؟,1,کدام درس ها برای ترم آینده ارایه میشود؟
حذف و اضافه تا کیه؟,1,آخرین زمان حذف و اضافه تا په زمانی می باشد؟
درس های ارایه شده ترم تابستان.,1,چه درس هاثی برای ترم تابستان ارایه می شود؟
هزینه ثبت نام ترم تابستون.,1,هزینه ترم تابستان چقدر می باشد؟
کارنامه مهر شده میخوام.,1,نحوه دریافت کارنامه مهر شده.
حذف تک درس چجوریه؟,1,نحوه انجام حذف تک درس.
رمز گلستان یادم نمیاد.,1,نحوه بازیابی رمز عبور گلستان چیست؟
شماره گلستان رو میخوام عوض کنم.,1,چگونه شماره ثبت شده در سامانه گلستان را تغییر بدهم؟
رییس دانشکده کیه؟,2,رییس دانشکده چه کسی می باشد؟
دفتر دکتر عطار؟,2,دفتر دکتر عطارزاده کجا می باشد؟
چجوری میتونم با اساتید حرف بزنم؟,2,چگونه میتوان با اساتید صحبت کرد؟
