id,query,label
2778,سانس های استخر را میدانید؟,5
2779,دفتر استاد قوامی زاده کجاست؟,2
2780,چرا دانشکده کامپیوتر تنها یک آسانسور دارد ؟,5
2781,حداقل تعداد واحد های مجاز برای هر ترم چند تاست؟,1
2782,جه مدت میشه از کامپیوترای سایت استفاده کرد؟,3
2783,لطفا درب حیاط را باز کنید.,2
2784,جریمه دیرکرد تحویل کتاب چقدره؟,3
2785,کلاس شماره فلان کجاس ؟,2
2786,فرم هایی که لازم دارم پر کنم برای ثبت نام چیاس ؟,1
2787,خانم دکتر قوامی زاده را کجا می توانم پیدا کنم؟,2
2788,رمز گلستان رو فراموش کردم چیکار کنم؟,1
2789,ماشینم رو میخوام بیارم دانشگاه.,5
2790,چقدر استاد محمدی بدعنق است,4
2791,تا چه زمانی میتوان ثبت نام کرد؟,1
2792,امروز چند شنبس؟,5
2793,کف واحد برای هر ترم چقدره؟,1
2794,ما اصلا فورجه ای نداریم.,4
2795,شرایط مهمان شدن در دانشگاه دیگر چیست؟,5
2796,مهلت ثبت نام تا کی هست؟,1
2797,این دانشکده چندتا دانشجو داره؟,5
2798,میکروفن سالن آمفی تئاتر خراب شده.,4
2799,چرا دانشگاه را حضوری نمیکنید؟,4
2800,هرچه سریع تر سها رو راه اندازی کنید.,4
2801,ایا مهمان میتواند از کتابخانه کتاب به امانتی بگیرد؟,3
2802,خواهشا تایم ناهار کلاس برگزار نکنید.,4
2803,تقویم آموزشی دانشکده رو بدهید لطفا.,1
2804,کجا میتوانم رییس حراست را ببینم.,2
2805,چگونه می توانم کتابی را به کتابخانه اهدا کنم؟,3
2806,چرا درس هوش مصنوعی ظرفیتش انقدر کم است؟,4
2807,واحد موقع انتخاب واحد زیاد بدهید,4
2808,سیستم عامل کامپیوتر های سایت چیست؟,3
2809,سایت چقدر ظرفیت دارد؟,2
2810,ترم تابستان از کی شروع میشود؟,1
2811,رنج نمره برای الف شدن چه میباشد؟,1
2812,پریز های کلاس 002 خرابند.,4
2813,آیا کامپیوتر ها وبکم هم دارند؟,3
2814,سنوات تحصیلی چند نیم ترمه ؟,1
2815,برنامه امتحانتات کی هست,1
2816,تاریخ شروع امتحانات ترم؟,1
2817,دروس عملی رو میشه حذف کرد ؟,1
2818,ایا استاد میتواند درس دانشجو را حذف کند؟,1
2819,امتحانا خارج زمانبندی کلاساست,4
2820,لابی کجاس ؟,2
2821,نمازخونه کجاست؟,2
2822,دانشجوی بومی هم میتونه بره خوابگاه؟,2
2823,آیا امکان استفاده از اینترنت دانشگاه به صورت نامحدود وجود دارد؟,3
2824,چگون میشه تصویه حساب کرد؟,1
2825,مدارکم اوکیه؟,1
2826,استاد نمرات را به موقع اعلام نمیکند,4
2827,ایا جایگاه حمل ونقل عمومی در دانشگاه موجود است؟,2
2828,کچا میتونم خودکار بخرم؟,2
2829,درس مهمه؟,5
2830,چرا ظرفیت درس های ارائه شده نا متوازن است؟,1
2831,از کجا می توانم جزوه پرینت بگیرم؟,2
2832,پسورد اینترنت چیه؟,3
2833,چجوری میشه کارنامه دانشجویی رو چاپ کرد؟,3
2834,سیستم عامل سیستم های سایت چین؟,3
2835,فاصله دانشکده معارف تا کامیپوتر چقدر است؟,2
2836,کتاب CLRS موجود هست؟,3
2837,چگونه اوبونتو نصب کنیم؟,5
2838,میخوام مهمون بیارم خوابگاه.,5
2839,شام در چه بازه زمانی میتوان دریافت کرد ؟,5
2840,از باید غذا رزرو کنم؟,1
2841,تو نیکی کن در دجله انداز,5
2842,نحوه شرکت در مسابقات ICPS چگونه است؟,5
2843,سطح تمرینات درس هوش مصنوعی زیادی بالاست,4
2844,واحد آموزش آزاد دانشگاه چه درس هایی ارائه میده؟,1
2845,آیا سیستم های سایت به وای فای وصل میشوند؟,3
2846,از کدوم مسیر می توانم به دانشکده حقوق برسم؟,5
2847,گوشی ساموسنگ بگیریم یا اپل؟,5
2848,پریز برق در کتابخانه نیست.,4
2849,پنجره های اتاق 201 بسته نمیشوند.,4
2850,اغلب دانشجویان این دانشکده در کجا مشغول به کار می شوند؟,5
2851,زمان بندی امتحان مشکل دارد,1
2852,حداقل واحد های انتخابی برای هر ترم چقدر است؟,1
2853,چطوری باید انصراف بدم؟,1
2854,چند واحد میتونیم حذف کنیم؟,1
2855,چرا برنامه امتحانات انقدر فشرده چیده شده است؟,4
2856,استفاده از سایت هزینه داره؟,3
2857,خوابگاه ها چن نفرن؟,5
2858,برای ثبت نام باید کجا برم؟,1
2859,لطفا برای اتاق ACM یک میز تهیه کنید.,4
2860,کلاسی که هفت صبح شروع میشود اذیت کننده است,1
2861,اتاق رییس دانشکده کجاس ؟,2
2862,دانشکده برا مسابقات تیم داده؟,3
2863,چه مشکلی پیش می آید اگر نظرسنجی اساتید را انجام ندهم؟,1
2864,بعضی از اساتید اخلاق مناسب و در شان دانشجو را ندارند.,4
2865,لابی جایگزین را در کجا میخواهید احداث کنید؟,4
2866,دانشکده کامپیوتر اینجاست؟,5
2867,چرا صحبت های ما را گوش نمیدهید؟,4
2868,اگر کتاب رو دیر بیارم چقدر جریمه میشم؟,3
2869,نمازخانه داره اینجا؟,2
2870,تاریخ امتحانات پایانترم در چه بازه زمانی ای است؟,1
2871,حداکثر واحد مجاز چند است؟,1
2872,مدارک مورد نیاز برای ثبت نام شامل چه چیز هایی است؟,1
2873,صندلی های اتاق 005 شکسته است.,4
2874,شماره کلاس هایی که توی طبقه همکف هستند از چند تا چند است؟,2
2875,کلاس ها تا کی مجازی می ماند؟,4
2876,چجوری میتونم ترمم رو حذف کنم؟,1
2877,برای طبقه ی همکف تصفیه هوا تعبیه کنید.,4
2878,امروز دانشگاه برفیه؟,5
2879,نمره ی درس فیزیک هنوز اعلام نشده.,1
2880,در صورت خراب شدن کتاب امانی چیکار باید کرد>,3
2881,آیا امکان برداشتن دروس اختیاری از دانشکده های دیگر ممکن است؟,1
2882,چند عملیات در زمان حذف و اضافه مجاز است؟,1
2883,چطور کارنامه رسمی بگیرم؟,1
2884,رمز سامانه گلستان رو فراموش کردم.,1
2885,استخر دانشگاه فعال است؟,5
2886,آیا میتوانم روی سایت دانشکده برنامه ای نصب کنم؟,3
2887,چند روز از سال 1400 باقی مانده است؟,5
2888,آزمایشگاه ریزپردازنده این ترم حضوری است؟,1
2889,هزینه آزاد سازی مدرک چند تومنه ؟,1
2890,کتابخانه دانشکده کجاست ؟,2
2891,چند کتاب می توانم همراه خودم ببرم؟,3
2892,چه سیستم عاملی بر روی کامپیوتر های سایت نصب شده ؟,3
2893,یکی از کلاس اپرده پروژکتورش پاره شده. لطفا تعویض بشه.,4
2894,بوفه های دانشکده را بیشتر کنید,4
2895,دروس عمومی چرا مفت نمی ارزن؟,5
2896,آیا امکان حذف اضطراری برای درس های عملی وجود دارد ؟,1
2897,دانشگاه ما کی حضوری میشه؟,2
2898,استاد قاسمی به دانشجو احترام نمیگذارند.,4
2899,کلاس 101 کجا است ؟,2
2900,امکانش هست در مهلت حذف و اضافه، درس فیزیک 2 اضافه شود؟,1
2901,شهریه ترم تابستون چقدره؟,1
2902,کجا کار کنم,5
2903,مسئول تحویل کتاب ها چه کسی است؟,3
2904,برنامه درسی را کجا می توانم مشاهده کنم؟,1
2905,چرا بعضی از دروس فقط در ترم خاصی رائه می شوند؟,4
2906,از کجا می تونم رزومه اساتید رو ببینم؟,2
2907,تاریخ امتحانات دروس را از کجا میتوانم ببینم؟,1
2908,ظرفیت درس هوش کم است,1
2909,سطح تمرینات درس هوش مصنوعی بالاست.,4
2910,کتابخونه کجاست؟,2
2911,میخواهم کتاب اهدا کنم؟,3
2912,میشه لپتاپ رو اینجا با ethernet به اینترنت وصل کرد؟,3
2913,برنامه دانشگاه تهران چطوریه؟,5
2914,میزان رضایت دانشجویان از دانشکده چقدر است؟,5
2915,من غذا سفارش دادم هنوز نرسیده بدستتون؟,2
2916,چه جوری برای سفرهای دانشجویی ثبت نام کنم؟,2
2917,بوفه کامپیوتر کجاست؟,2
2918,اتاق استاد مهدیانی کجاست؟,2
2919,مهلت انتخاب واحد تا چه زمانی است؟,1
2920,فلش میتونم بزنم؟,3
2921,چه سالی هستیم الان به میلادی؟,5
2922,کدام در دانشگاه به دانشکده کامپیوتر نزدیک تره؟,2
2923,کجا میتوانم استاد راهنما را پیدا کنم؟,2
2924,چه اساتیدی روزهای زوج در دانشکده هستند؟,2
2925,برای خواندن بهتر و جمعبندی دروس فرجه قرار دهید,4
2926,کدوم اساتید این ترم معماری کامپیوتر ارائه میدن؟,1
2927,آیا ماسک زدن در این مکان اجباریه؟,3
2928,پاریس پایتخت کجاست؟,5
2929,دانشجو جهت موجه نمودن غیبت در جلسه امتحان چگونه عمل نماید؟,1
2930,برای رزرو غذا باید چه کار کنم؟,2
2931,نمازخانه کجاست؟,2
2932,لابی دانشکده کجاست,2
2933,میشه با حذف تک درس تعداد واحد برسه به زیر ۱۲ ؟,1
2934,کف واحدهای هر ترم چقدر هست؟,1
2935,درس های ترم بعد رو از کجای گلستان میتونم پیدا کنم،,1
2936,سایت دانشکده چند سیستم دارد؟,3
2937,برای جشن چی بپوشیم؟,5
2938,برخی درس ها را فقط یک استاد تدریس میکند.,4
2939,برای ثبت نام باید کجا برم؟,1
2940,شرایط حذف پزشکی چیست؟,1
2941,دانشکده چه روز هایی بازه؟,2
